solution,cluster,cluster_rep,testcases_time,klee_time,cbmc_time
45.c,cluster32,40.c,0,0,10.706059
45.c,cluster5,15.c,0,0,12.127493
45.c,cluster30,39.c,0,0,10.864413
46.c,cluster24,33.c,0,0,10.42869
46.c,cluster14,24.c,0,0,4.165386
46.c,cluster22,31.c,0,0,4.370054
46.c,cluster1,1.c,0,0,11.134294
46.c,cluster33,41.c,0,0,10.730518
46.c,cluster20,3.c,0,0,10.250164
46.c,cluster9,20.c,0,0,3.029945
46.c,cluster35,45.c,0,0,10.078402
46.c,cluster7,17.c,0,0,10.21164
46.c,cluster17,27.c,0,0,10.201974
46.c,cluster12,22.c,0,0,10.119358
46.c,cluster15,25.c,0,0,10.172358
46.c,cluster23,32.c,0,0,10.138302000000001
46.c,cluster4,14.c,0,0,10.315791
46.c,cluster29,38.c,0,0,4.7011769999999995
46.c,cluster25,34.c,0,0,10.881333
46.c,cluster34,44.c,0,0,10.470797
46.c,cluster26,35.c,0,0,10.18737
46.c,cluster16,26.c,0,0,10.176911
46.c,cluster3,13.c,0,0,10.113894
46.c,cluster10,2.c,0,0,10.10396
46.c,cluster27,36.c,0,0,10.116811
46.c,cluster13,23.c,0,0,10.097946
46.c,cluster19,29.c,0,0,10.071067
46.c,cluster8,18.c,0,0,10.06995
46.c,cluster6,16.c,0,0,10.08
46.c,cluster2,11.c,0,0,10.103081
46.c,cluster18,28.c,0,0,10.092785
46.c,cluster11,21.c,0,0,10.073278
46.c,cluster21,30.c,0,0,1.914547
46.c,cluster28,37.c,0,0,10.101098
46.c,cluster31,4.c,0,0,10.121121
46.c,cluster32,40.c,0,0,10.100414
46.c,cluster5,15.c,0,0,10.089538
46.c,cluster30,39.c,0,0,10.068461
47.c,cluster24,33.c,0,0,10.063477
47.c,cluster14,24.c,0,0,7.51567
47.c,cluster22,31.c,0,0,10.024513
47.c,cluster1,10.c,0,0,10.02984
47.c,cluster33,41.c,0,0,10.021866
47.c,cluster20,3.c,0,0,8.959694
47.c,cluster9,19.c,0,0,4.244815
47.c,cluster35,45.c,0,0,10.012477
47.c,cluster7,17.c,0,0,10.017631
47.c,cluster17,27.c,0,0,10.064592999999999
47.c,cluster12,22.c,0,0,8.927316000000003
47.c,cluster15,25.c,0,0,4.967085
47.c,cluster23,32.c,0,0,8.281779
47.c,cluster4,14.c,0,0,7.569002
47.c,cluster29,38.c,0,0,4.11934
47.c,cluster25,34.c,0,0,8.67667
47.c,cluster34,44.c,0,0,6.862918
47.c,cluster26,35.c,0,0,6.062158
47.c,cluster16,26.c,0,0,10.013213
47.c,cluster3,13.c,0,0,10.014043
47.c,cluster10,2.c,0,0,6.692021
47.c,cluster27,36.c,0,0,10.014969
47.c,cluster13,23.c,0,0,10.015292
47.c,cluster19,29.c,0,0,7.59347
47.c,cluster8,18.c,0,0,10.015598
47.c,cluster6,16.c,0,0,9.808527
47.c,cluster2,11.c,0,0,10.012976
47.c,cluster18,28.c,0,0,7.464467999999999
47.c,cluster11,21.c,0,0,5.111554
48.c,cluster24,33.c,0,0,10.011422999999999
48.c,cluster14,24.c,0,0,10.018297
48.c,cluster22,31.c,0,0,10.014247
48.c,cluster1,1.c,0,0,10.017655
48.c,cluster33,41.c,0,0,10.014635
48.c,cluster20,3.c,0,0,10.083573
48.c,cluster9,19.c,0,0,10.07465
48.c,cluster35,45.c,0,0,10.05496
48.c,cluster7,17.c,0,0,10.129367
48.c,cluster17,27.c,0,0,10.093793
48.c,cluster12,22.c,0,0,10.084323
48.c,cluster15,25.c,0,0,10.10085
48.c,cluster23,32.c,0,0,10.098268
48.c,cluster4,14.c,0,0,10.093466
48.c,cluster29,43.c,0,0,10.09383
48.c,cluster25,34.c,0,0,10.076646
48.c,cluster34,44.c,0,0,10.096121
48.c,cluster26,35.c,0,0,10.072007
48.c,cluster16,26.c,0,0,10.081466
48.c,cluster3,13.c,0,0,10.0982
48.c,cluster10,2.c,0,0,10.080072
48.c,cluster27,36.c,0,0,10.074893
48.c,cluster13,23.c,0,0,10.077361
48.c,cluster19,29.c,0,0,10.111975
48.c,cluster8,18.c,0,0,10.096464
48.c,cluster6,16.c,0,0,10.116308
48.c,cluster2,11.c,0,0,10.092163000000001
48.c,cluster18,28.c,0,0,10.087987
48.c,cluster11,21.c,0,0,10.142496000000001
48.c,cluster36,46.c,0,0,10.092669
48.c,cluster21,30.c,0,0,10.09995
48.c,cluster28,37.c,0,0,10.115532
48.c,cluster31,4.c,0,0,10.08792
48.c,cluster32,40.c,0,0,10.115676
48.c,cluster5,15.c,0,0,10.105051
48.c,cluster30,39.c,0,0,10.115791
49.c,cluster24,33.c,0,0,10.123803
49.c,cluster37,48.c,0,0,10.127962
49.c,cluster14,24.c,0,0,10.123983
49.c,cluster22,31.c,0,0,10.103815
49.c,cluster1,1.c,0,0,10.115928
49.c,cluster33,41.c,0,0,10.13982
49.c,cluster20,3.c,0,0,10.119966999999999
49.c,cluster9,20.c,0,0,10.127704
49.c,cluster35,45.c,0,0,10.155671
49.c,cluster7,17.c,0,0,10.135595
49.c,cluster17,27.c,0,0,10.127705
49.c,cluster12,22.c,0,0,10.123592
49.c,cluster15,25.c,0,0,10.131938
49.c,cluster23,32.c,0,0,10.120142
49.c,cluster4,14.c,0,0,10.140035000000001
49.c,cluster29,38.c,0,0,10.147927
49.c,cluster25,34.c,0,0,10.154002
49.c,cluster34,44.c,0,0,10.163781
49.c,cluster26,35.c,0,0,10.172048
49.c,cluster16,26.c,0,0,10.115786
49.c,cluster3,13.c,0,0,10.139597
49.c,cluster10,2.c,0,0,10.123485
49.c,cluster27,36.c,0,0,10.173034
49.c,cluster13,23.c,0,0,10.192056
49.c,cluster19,29.c,0,0,10.16007
49.c,cluster8,18.c,0,0,10.173991
49.c,cluster6,16.c,0,0,10.153580999999999
49.c,cluster2,11.c,0,0,10.143617
49.c,cluster18,28.c,0,0,10.136044
49.c,cluster11,21.c,0,0,10.139933
49.c,cluster36,46.c,0,0,10.188930000000001
49.c,cluster21,30.c,0,0,10.180614
49.c,cluster28,37.c,0,0,10.162765
49.c,cluster31,4.c,0,0,10.155636
49.c,cluster32,40.c,0,0,10.163617
49.c,cluster5,15.c,0,0,10.180174
49.c,cluster30,39.c,0,0,10.136139
5.c,cluster24,33.c,0,0,10.167413
5.c,cluster37,48.c,0,0,10.176034
5.c,cluster14,24.c,0,0,10.13963
5.c,cluster22,31.c,0,0,10.174362
5.c,cluster1,1.c,0,0,10.172511
5.c,cluster38,49.c,0,0,10.152667
5.c,cluster33,41.c,0,0,10.15471
5.c,cluster20,3.c,0,0,10.144488
5.c,cluster9,20.c,0,0,10.146493
5.c,cluster35,45.c,0,0,10.14403
5.c,cluster7,17.c,0,0,10.143977
5.c,cluster17,27.c,0,0,10.191639
5.c,cluster12,22.c,0,0,10.123574
5.c,cluster15,25.c,0,0,10.180147999999999
5.c,cluster23,32.c,0,0,10.155897
5.c,cluster4,14.c,0,0,10.119997999999999
5.c,cluster29,43.c,0,0,10.147471
5.c,cluster25,34.c,0,0,10.123606
5.c,cluster34,44.c,0,0,10.13601
5.c,cluster26,35.c,0,0,10.12
5.c,cluster16,26.c,0,0,10.127986
5.c,cluster3,13.c,0,0,10.147332
5.c,cluster10,2.c,0,0,10.107624
5.c,cluster27,36.c,0,0,10.120689
5.c,cluster13,23.c,0,0,10.109433
5.c,cluster19,29.c,0,0,10.121511
5.c,cluster8,18.c,0,0,10.088114
5.c,cluster6,16.c,0,0,10.099428
5.c,cluster2,11.c,0,0,10.10422
5.c,cluster18,28.c,0,0,10.128206
5.c,cluster11,21.c,0,0,10.096129
5.c,cluster36,46.c,0,0,10.119263
5.c,cluster21,30.c,0,0,10.115985
5.c,cluster28,37.c,0,0,10.123723
5.c,cluster31,4.c,0,0,10.080128
5.c,cluster32,40.c,0,0,10.100122
5.c,cluster5,15.c,0,0,10.119093
5.c,cluster30,39.c,0,0,10.111933
50.c,cluster24,33.c,0,0,10.144515
50.c,cluster37,48.c,0,0,10.103699
50.c,cluster14,24.c,0,0,1.226503
50.c,cluster22,31.c,0,0,10.108153999999999
50.c,cluster1,12.c,0,0,10.112128
50.c,cluster38,49.c,0,0,10.135835
50.c,cluster33,41.c,0,0,10.10313
50.c,cluster20,3.c,0,0,10.098980000000001
50.c,cluster9,19.c,0,0,1.704595
50.c,cluster35,45.c,0,0,10.140525
50.c,cluster7,17.c,0,0,10.095573
50.c,cluster17,27.c,0,0,10.13039
50.c,cluster12,22.c,0,0,10.112073
50.c,cluster39,5.c,0,0,10.113611
50.c,cluster15,25.c,0,0,10.160654
50.c,cluster23,32.c,0,0,10.124014
50.c,cluster4,14.c,0,0,10.11932
50.c,cluster29,42.c,0,0,1.967597
50.c,cluster25,34.c,0,0,10.108165
50.c,cluster34,44.c,0,0,10.099639999999999
50.c,cluster26,35.c,0,0,10.144561
50.c,cluster16,26.c,0,0,10.115343
50.c,cluster3,13.c,0,0,10.147617
50.c,cluster10,2.c,0,0,10.116325
50.c,cluster27,36.c,0,0,10.136889
50.c,cluster13,23.c,0,0,10.120158
50.c,cluster19,29.c,0,0,10.120153
50.c,cluster8,18.c,0,0,10.099942
50.c,cluster6,16.c,0,0,10.085026
50.c,cluster2,11.c,0,0,10.115605
50.c,cluster18,28.c,0,0,10.100156
50.c,cluster11,47.c,0,0,10.094275999999999
50.c,cluster36,46.c,0,0,4.202172
50.c,cluster21,30.c,0,0,1.193856
6.c,cluster24,33.c,0,0,10.093932
6.c,cluster37,48.c,0,0,10.091971000000001
6.c,cluster14,24.c,0,0,1.425765
6.c,cluster22,31.c,0,0,5.550257
6.c,cluster1,10.c,0,0,10.113138
6.c,cluster38,49.c,0,0,10.121706
6.c,cluster33,41.c,0,0,10.120525
6.c,cluster20,3.c,0,0,10.108391000000001
6.c,cluster9,19.c,0,0,1.864987
6.c,cluster35,45.c,0,0,10.10365
6.c,cluster7,17.c,0,0,10.115603
6.c,cluster17,27.c,0,0,10.119558
6.c,cluster12,22.c,0,0,10.131812
6.c,cluster39,5.c,0,0,10.087703
6.c,cluster15,25.c,0,0,10.096019
6.c,cluster23,32.c,0,0,10.123600999999999
6.c,cluster4,14.c,0,0,10.094736
6.c,cluster29,43.c,0,0,1.742358
6.c,cluster25,34.c,0,0,10.10012
6.c,cluster34,44.c,0,0,10.115969
6.c,cluster26,35.c,0,0,10.091955
6.c,cluster16,26.c,0,0,10.088124
6.c,cluster3,13.c,0,0,10.10798
6.c,cluster10,2.c,0,0,10.107341
6.c,cluster27,36.c,0,0,10.095953
6.c,cluster13,23.c,0,0,10.099102
6.c,cluster19,29.c,0,0,10.099849
6.c,cluster8,18.c,0,0,10.094914
6.c,cluster6,16.c,0,0,10.080512
6.c,cluster2,11.c,0,0,10.116857000000001
6.c,cluster18,28.c,0,0,10.088823
6.c,cluster11,21.c,0,0,10.091700999999999
6.c,cluster36,46.c,0,0,1.685755
6.c,cluster21,50.c,0,0,0.489913
6.c,cluster28,37.c,0,0,10.060934
6.c,cluster31,4.c,0,0,10.066586000000001
6.c,cluster32,40.c,0,0,10.081997
6.c,cluster5,15.c,0,0,5.619306
6.c,cluster30,39.c,0,0,10.019428
7.c,cluster24,33.c,0,0,10.018416
7.c,cluster37,48.c,0,0,10.029497
7.c,cluster14,24.c,0,0,0.573259
7.c,cluster22,31.c,0,0,3.661946
7.c,cluster1,10.c,0,0,10.070575999999999
7.c,cluster38,49.c,0,0,10.061144
7.c,cluster33,41.c,0,0,10.069835000000001
7.c,cluster20,3.c,0,0,10.039538
7.c,cluster9,19.c,0,0,0.697769
7.c,cluster35,45.c,0,0,10.068144
7.c,cluster40,6.c,0,0,0.547279
7.c,cluster7,17.c,0,0,10.0596
7.c,cluster17,27.c,0,0,10.055415
7.c,cluster12,22.c,0,0,10.077313
7.c,cluster39,5.c,0,0,10.055363999999999
7.c,cluster15,25.c,0,0,9.614432
8.c,cluster24,33.c,0,0,6.867549
9.c,cluster24,8.c,0,0,7.070815
9.c,cluster37,48.c,0,0,10.013715
9.c,cluster14,24.c,0,0,0.252979
9.c,cluster22,31.c,0,0,0.8836459999999999
9.c,cluster1,10.c,0,0,6.6069429999999985
9.c,cluster38,49.c,0,0,5.497846
9.c,cluster33,41.c,0,0,10.01363
9.c,cluster20,3.c,0,0,6.170142
9.c,cluster9,20.c,0,0,0.733192

3 cluster1
      1 cluster10
      2 cluster11
      1 cluster12
      1 cluster13
      1 cluster14
      2 cluster15
      1 cluster16
      1 cluster17
      1 cluster18
      1 cluster19
      1 cluster2
      1 cluster20
      2 cluster21
      1 cluster22
      1 cluster23
      2 cluster24
      1 cluster25
      1 cluster26
      1 cluster27
      1 cluster28
      3 cluster29
      1 cluster3
      1 cluster30
      1 cluster31
      1 cluster32
      1 cluster33
      1 cluster34
      1 cluster35
      1 cluster36
      1 cluster37
      1 cluster38
      1 cluster39
      1 cluster4
      1 cluster40
      1 cluster5
      1 cluster6
      1 cluster7
      1 cluster8
      3 cluster9
196 minutes
